tournament_name,tournament_date,round,winner_name,loser_name,score
Stuttgart,1992.02.17,Round of 32,Karel Novacek,John McEnroe,36-767-62
Stuttgart,1992.02.17,Round of 32,Alex Antonitsch,Goran Prpic,764-62
Stuttgart,1992.02.17,Round of 32,Christian Bergstrom,Carl-Uwe Steeb,64-75
Stuttgart,1992.02.17,Round of 32,Omar Camporese,Fabrice Santoro,60-75
Stuttgart,1992.02.17,Round of 32,Olivier Delaitre,Sergi Bruguera,764-36-61
Stuttgart,1992.02.17,Round of 32,Anders Jarryd,Patrick McEnroe,62-60
Stuttgart,1992.02.17,Round of 32,Richard Krajicek,Jordi Arrese,63-62
Stuttgart,1992.02.17,Round of 32,Jan Siemerink,Magnus Gustafsson,61-64
Stuttgart,1992.02.17,Round of 32,Alexander Volkov,Patrik Kuhnen,762-64
Rotterdam,1992.02.24,Finals,Boris Becker,Alexander Volkov,769-46-62
Rotterdam,1992.02.24,Semi-Finals,Boris Becker,John McEnroe,62-761
Rotterdam,1992.02.24,Semi-Finals,Alexander Volkov,Paul Haarhuis,62-675-62
Rotterdam,1992.02.24,Quarter-Finals,Boris Becker,Patrick McEnroe,63-75
Rotterdam,1992.02.24,Quarter-Finals,Paul Haarhuis,Goran Prpic,765-62
Rotterdam,1992.02.24,Quarter-Finals,John McEnroe,Alex Antonitsch,26-63-75
Rotterdam,1992.02.24,Quarter-Finals,Alexander Volkov,Jan Siemerink,62-63
Rotterdam,1992.02.24,Round of 16,Jan Siemerink,Stefan Edberg,765-62
Rotterdam,1992.02.24,Round of 16,Boris Becker,Anders Jarryd,62-64
Rotterdam,1992.02.24,Round of 16,Paul Haarhuis,Ivan Lendl,61-75
Rotterdam,1992.02.24,Round of 16,Goran Prpic,Tom Nijssen,75-768
Rotterdam,1992.02.24,Round of 16,John McEnroe,David Prinosil,761-63
Rotterdam,1992.02.24,Round of 16,Alexander Volkov,Jim Grabb,63-63
Rotterdam,1992.02.24,Round of 16,Alex Antonitsch,Jan Apell,64-62
Rotterdam,1992.02.24,Round of 16,Patrick McEnroe,Bart Wuyts,75-20-(RET)
Rotterdam,1992.02.24,Round of 32,Stefan Edberg,Patrick Baur,64-767
Rotterdam,1992.02.24,Round of 32,Boris Becker,Michiel Schapers,63-61
Rotterdam,1992.02.24,Round of 32,Ivan Lendl,Jan Gunnarsson,675-61-60
Rotterdam,1992.02.24,Round of 32,Jan Apell,Omar Camporese,64-62
Rotterdam,1992.02.24,Round of 32,Goran Prpic,Thomas Enqvist,75-63
Rotterdam,1992.02.24,Round of 32,John McEnroe,Mark Koevermans,63-62
Rotterdam,1992.02.24,Round of 32,Alexander Volkov,Magnus Larsson,677-64-63
Rotterdam,1992.02.24,Round of 32,Bart Wuyts,Jonas Svensson,36-75-63
Rotterdam,1992.02.24,Round of 32,Alex Antonitsch,Jacco Eltingh,676-766-64
Rotterdam,1992.02.24,Round of 32,Jim Grabb,Lars Koslowski,61-62
Rotterdam,1992.02.24,Round of 32,Paul Haarhuis,Marc-Kevin Goellner,62-62
Rotterdam,1992.02.24,Round of 32,Anders Jarryd,Diego Nargiso,62-765
Rotterdam,1992.02.24,Round of 32,Patrick McEnroe,Henri Leconte,66-(RET)
Rotterdam,1992.02.24,Round of 32,Tom Nijssen,Eduardo Masso,63-61
Rotterdam,1992.02.24,Round of 32,David Prinosil,Tomas Carbonell,64-75
Rotterdam,1992.02.24,Round of 32,Jan Siemerink,Christian Saceanu,26-75-763
Scottsdale,1992.02.24,Finals,Stefano Pescosolido,Brad Gilbert,60-16-64
Scottsdale,1992.02.24,Semi-Finals,Brad Gilbert,MaliVai Washington,63-36-62
Scottsdale,1992.02.24,Semi-Finals,Stefano Pescosolido,Andrei Chesnokov,675-63-63
Scottsdale,1992.02.24,Quarter-Finals,Brad Gilbert,Emilio Sanchez,63-75
Scottsdale,1992.02.24,Quarter-Finals,MaliVai Washington,Alberto Mancini,63-64
Scottsdale,1992.02.24,Quarter-Finals,Andrei Chesnokov,Marc Rosset,767-64
Scottsdale,1992.02.24,Quarter-Finals,Stefano Pescosolido,Cristiano Caratti,62-762
Scottsdale,1992.02.24,Round of 16,Emilio Sanchez,Thierry Champion,62-60
Scottsdale,1992.02.24,Round of 16,Marc Rosset,Andre Agassi,75-765
Scottsdale,1992.02.24,Round of 16,Alberto Mancini,Gabriel Markus,46-64-62
Scottsdale,1992.02.24,Round of 16,MaliVai Washington,Jaime Yzaga,64-63
Scottsdale,1992.02.24,Round of 16,Brad Gilbert,Glenn Layendecker,62-62
Scottsdale,1992.02.24,Round of 16,Andrei Chesnokov,Dinu Pescariu,75-60
Scottsdale,1992.02.24,Round of 16,Cristiano Caratti,Jaime Oncins,64-61
Scottsdale,1992.02.24,Round of 16,Stefano Pescosolido,Maurice Ruah,63-64
Scottsdale,1992.02.24,Round of 32,Emilio Sanchez,Horst Skoff,63-60
Scottsdale,1992.02.24,Round of 32,Andre Agassi,Francisco Clavet,62-61
Scottsdale,1992.02.24,Round of 32,Maurice Ruah,Derrick Rostagno,764-64
Scottsdale,1992.02.24,Round of 32,Alberto Mancini,Wally Masur,57-64-64
Scottsdale,1992.02.24,Round of 32,MaliVai Washington,Renzo Furlan,764-63
Scottsdale,1992.02.24,Round of 32,Cristiano Caratti,Javier Sanchez,63-765
Scottsdale,1992.02.24,Round of 32,Brad Gilbert,Markus Zoecke,672-762-764
Scottsdale,1992.02.24,Round of 32,Andrei Chesnokov,Bryan Shelton,46-64-62
Scottsdale,1992.02.24,Round of 32,Thierry Champion,Thomas Muster,41-(RET)
Scottsdale,1992.02.24,Round of 32,Glenn Layendecker,Brian Dunn,61-63
Scottsdale,1992.02.24,Round of 32,Gabriel Markus,Javier Frana,63-762
Scottsdale,1992.02.24,Round of 32,Jaime Oncins,Laurent Prades,75-64
Scottsdale,1992.02.24,Round of 32,Dinu Pescariu,Frederic Fontang,765-26-64
Scottsdale,1992.02.24,Round of 32,Stefano Pescosolido,Amos Mansdorf,64-63
Scottsdale,1992.02.24,Round of 32,Marc Rosset,Mark Keil,764-64
Scottsdale,1992.02.24,Round of 32,Jaime Yzaga,Jimmy Connors,75-46-63
Indian Wells,1992.03.02,Finals,Michael Chang,Andrei Chesnokov,63-64-75
Indian Wells,1992.03.02,Semi-Finals,Andrei Chesnokov,Michael Stich,16-764-63
Indian Wells,1992.03.02,Semi-Finals,Michael Chang,Francisco Clavet,60-61
Indian Wells,1992.03.02,Quarter-Finals,Michael Stich,Sergi Bruguera,61-62
Indian Wells,1992.03.02,Quarter-Finals,Andrei Chesnokov,Emilio Sanchez,75-75
Indian Wells,1992.03.02,Quarter-Finals,Michael Chang,Andrei Cherkasov,64-62
Indian Wells,1992.03.02,Quarter-Finals,Francisco Clavet,Jakob Hlasek,61-62
Indian Wells,1992.03.02,Round of 16,Andrei Chesnokov,Jim Courier,64-75
Indian Wells,1992.03.02,Round of 16,Jakob Hlasek,Pete Sampras,64-36-75
Indian Wells,1992.03.02,Round of 16,Michael Stich,Derrick Rostagno,62-64
Indian Wells,1992.03.02,Round of 16,Sergi Bruguera,Petr Korda,75-46-60
Indian Wells,1992.03.02,Round of 16,Emilio Sanchez,Andre Agassi,63-61
Indian Wells,1992.03.02,Round of 16,Francisco Clavet,Karel Novacek,62-46-63
Indian Wells,1992.03.02,Round of 16,Michael Chang,Richard Krajicek,63-674-764
Indian Wells,1992.03.02,Round of 16,Andrei Cherkasov,Magnus Gustafsson,63-63
Indian Wells,1992.03.02,Round of 32,Jim Courier,Christo Van Rensburg,36-60-62
Indian Wells,1992.03.02,Round of 32,Pete Sampras,Bryan Shelton,675-60-64
Indian Wells,1992.03.02,Round of 32,Michael Stich,Jimmy Connors,64-63
Indian Wells,1992.03.02,Round of 32,Andrei Cherkasov,Guy Forget,64-60
Indian Wells,1992.03.02,Round of 32,Richard Krajicek,Goran Ivanisevic,60-63
Indian Wells,1992.03.02,Round of 32,Petr Korda,Marcos Ondruska,46-75-61
Indian Wells,1992.03.02,Round of 32,Emilio Sanchez,Thierry Champion,764-64
Indian Wells,1992.03.02,Round of 32,Karel Novacek,Arnaud Boetsch,62-06-764
Indian Wells,1992.03.02,Round of 32,Francisco Clavet,David Wheaton,62-63
Indian Wells,1992.03.02,Round of 32,Andre Agassi,Bernd Karbacher,61-16-75
Indian Wells,1992.03.02,Round of 32,Sergi Bruguera,Carlos Costa,766-63
Indian Wells,1992.03.02,Round of 32,Michael Chang,Javier Sanchez,06-64-61
Indian Wells,1992.03.02,Round of 32,Magnus Gustafsson,Carl-Uwe Steeb,61-765
Indian Wells,1992.03.02,Round of 32,Derrick Rostagno,Richey Reneberg,63-678-63
Indian Wells,1992.03.02,Round of 32,Andrei Chesnokov,Wayne Ferreira,64-61
Indian Wells,1992.03.02,Round of 32,Jakob Hlasek,Cedric Pioline,75-62
Indian Wells,1992.03.02,Round of 64,Jim Courier,Bye,
Indian Wells,1992.03.02,Round of 64,Pete Sampras,Bye,
Indian Wells,1992.03.02,Round of 64,Michael Stich,Bye,
Indian Wells,1992.03.02,Round of 64,Guy Forget,Bye,
Indian Wells,1992.03.02,Round of 64,Goran Ivanisevic,Bye,
Indian Wells,1992.03.02,Round of 64,Petr Korda,Bye,
Indian Wells,1992.03.02,Round of 64,Emilio Sanchez,Bye,
Indian Wells,1992.03.02,Round of 64,Karel Novacek,Bye,
Indian Wells,1992.03.02,Round of 64,David Wheaton,Wally Masur,765-765
Indian Wells,1992.03.02,Round of 64,Andre Agassi,Jaime Yzaga,63-675-63
Indian Wells,1992.03.02,Round of 64,Sergi Bruguera,Mark Woodforde,763-61
Indian Wells,1992.03.02,Round of 64,Michael Chang,Martin Jaite,60-676-763
Indian Wells,1992.03.02,Round of 64,Magnus Gustafsson,Amos Mansdorf,36-62-64
Indian Wells,1992.03.02,Round of 64,Derrick Rostagno,Chuck Adams,760-63
Indian Wells,1992.03.02,Round of 64,Wayne Ferreira,Markus Zoecke,75-64
Indian Wells,1992.03.02,Round of 64,Jakob Hlasek,Todd Woodbridge,75-64
Indian Wells,1992.03.02,Round of 64,Arnaud Boetsch,Javier Frana,766-61
Indian Wells,1992.03.02,Round of 64,Thierry Champion,Alberto Mancini,62-63
Indian Wells,1992.03.02,Round of 64,Andrei Cherkasov,Stefano Pescosolido,763-673-75
Indian Wells,1992.03.02,Round of 64,Andrei Chesnokov,Simon Youl,64-63
Indian Wells,1992.03.02,Round of 64,Francisco Clavet,Brian MacPhie,64-63
Indian Wells,1992.03.02,Round of 64,Jimmy Connors,Cristiano Caratti,64-64
Indian Wells,1992.03.02,Round of 64,Carlos Costa,Aaron Krickstein,64-62
Indian Wells,1992.03.02,Round of 64,Bernd Karbacher,Todd Witsken,764-57-62
Indian Wells,1992.03.02,Round of 64,Richard Krajicek,Richard Fromberg,57-64-63
Indian Wells,1992.03.02,Round of 64,Marcos Ondruska,Fabrice Santoro,63-677-63
Indian Wells,1992.03.02,Round of 64,Cedric Pioline,Marc Rosset,63-75
Indian Wells,1992.03.02,Round of 64,Richey Reneberg,Brad Gilbert,26-64-64
Indian Wells,1992.03.02,Round of 64,Javier Sanchez,Olivier Delaitre,63-60
Indian Wells,1992.03.02,Round of 64,Bryan Shelton,Horst Skoff,46-63-62
Indian Wells,1992.03.02,Round of 64,Carl-Uwe Steeb,Jonathan Stark,675-63-60
Indian Wells,1992.03.02,Round of 64,Christo Van Rensburg,Frederic Fontang,61-75
Copenhagen,1992.03.02,Finals,Magnus Larsson,Anders Jarryd,64-765
Copenhagen,1992.03.02,Semi-Finals,Anders Jarryd,Diego Nargiso,62-36-75
Copenhagen,1992.03.02,Semi-Finals,Magnus Larsson,Christian Saceanu,677-763-64
Copenhagen,1992.03.02,Quarter-Finals,Anders Jarryd,Jacco Eltingh,61-62
Copenhagen,1992.03.02,Quarter-Finals,Magnus Larsson,Patrick Baur,64-676-61
Copenhagen,1992.03.02,Quarter-Finals,Diego Nargiso,Kenneth Carlsen,75-764
Copenhagen,1992.03.02,Quarter-Finals,Christian Saceanu,Nicklas Kulti,764-763
Copenhagen,1992.03.02,Round of 16,Patrick Baur,Christian Bergstrom,765-62
Copenhagen,1992.03.02,Round of 16,Anders Jarryd,Jan Apell,765-46-62
Copenhagen,1992.03.02,Round of 16,Jacco Eltingh,Jonas Svensson,63-678-64
Copenhagen,1992.03.02,Round of 16,Magnus Larsson,David Engel,64-64
Copenhagen,1992.03.02,Round of 16,Kenneth Carlsen,Martin Strelba,60-64
Copenhagen,1992.03.02,Round of 16,Nicklas Kulti,Peter Lundgren,63-765
Copenhagen,1992.03.02,Round of 16,Diego Nargiso,Eduardo Masso,63-764
Copenhagen,1992.03.02,Round of 16,Christian Saceanu,Pablo Arraya,61-26-64
Copenhagen,1992.03.02,Round of 32,Kenneth Carlsen,Alexander Volkov,64-676-64
Copenhagen,1992.03.02,Round of 32,Christian Bergstrom,Bart Wuyts,62-61
Copenhagen,1992.03.02,Round of 32,Pablo Arraya,Jan Siemerink,75-62
Copenhagen,1992.03.02,Round of 32,Anders Jarryd,Udo Riglewski,64-61
Copenhagen,1992.03.02,Round of 32,Jonas Svensson,Byron Black,64-64
Copenhagen,1992.03.02,Round of 32,Peter Lundgren,Michiel Schapers,62-57-75
Copenhagen,1992.03.02,Round of 32,Eduardo Masso,Lars Koslowski,63-63
Copenhagen,1992.03.02,Round of 32,Magnus Larsson,Lars-Anders Wahlgren,64-764
Copenhagen,1992.03.02,Round of 32,Jan Apell,Alex Antonitsch,63-61
Copenhagen,1992.03.02,Round of 32,Patrick Baur,Xavier Daufresne,46-765-764
Copenhagen,1992.03.02,Round of 32,Jacco Eltingh,Alexander Mronz,63-62
Copenhagen,1992.03.02,Round of 32,David Engel,Lars Jonsson,36-764-64
Copenhagen,1992.03.02,Round of 32,Nicklas Kulti,Patrik Kuhnen,64-63
Copenhagen,1992.03.02,Round of 32,Diego Nargiso,Jan Gunnarsson,61-762
Copenhagen,1992.03.02,Round of 32,Christian Saceanu,Marian Vajda,762-64
Copenhagen,1992.03.02,Round of 32,Martin Strelba,Frederik Fetterlein,675-63-64
Miami,1992.03.13,Finals,Michael Chang,Alberto Mancini,75-75
Miami,1992.03.13,Semi-Finals,Michael Chang,Jim Courier,62-64
Miami,1992.03.13,Semi-Finals,Alberto Mancini,Jakob Hlasek,764-75
Miami,1992.03.13,Quarter-Finals,Jim Courier,Diego Nargiso,678-62-60
Miami,1992.03.13,Quarter-Finals,Michael Chang,Pete Sampras,64-764
Miami,1992.03.13,Quarter-Finals,Jakob Hlasek,Andrei Cherkasov,671-63-64
Miami,1992.03.13,Quarter-Finals,Alberto Mancini,Richard Krajicek,64-676-75
Miami,1992.03.13,Round of 16,Jim Courier,Carl-Uwe Steeb,765-62
Miami,1992.03.13,Round of 16,Alberto Mancini,Boris Becker,46-61-64
Miami,1992.03.13,Round of 16,Pete Sampras,Wally Masur,763-46-62
Miami,1992.03.13,Round of 16,Michael Chang,Markus Zoecke,46-63-61
Miami,1992.03.13,Round of 16,Jakob Hlasek,Robbie Weiss,62-62
Miami,1992.03.13,Round of 16,Richard Krajicek,John McEnroe,763-64
Miami,1992.03.13,Round of 16,Andrei Cherkasov,Cedric Pioline,761-62
Miami,1992.03.13,Round of 16,Diego Nargiso,Jonathan Stark,75-64
Miami,1992.03.13,Round of 32,Jim Courier,Andres Gomez,64-676-43-(RET)
Miami,1992.03.13,Round of 32,Robbie Weiss,Stefan Edberg,63-36-64
Miami,1992.03.13,Round of 32,Boris Becker,Paul Haarhuis,64-764
Miami,1992.03.13,Round of 32,Pete Sampras,Jimmy Connors,63-62
Miami,1992.03.13,Round of 32,John McEnroe,Goran Ivanisevic,57-75-75
Miami,1992.03.13,Round of 32,Michael Chang,Marc Rosset,46-63-760
Miami,1992.03.13,Round of 32,Diego Nargiso,Petr Korda,62-762
Miami,1992.03.13,Round of 32,Andrei Cherkasov,Emilio Sanchez,763-62
Miami,1992.03.13,Round of 32,Jonathan Stark,Sergi Bruguera,63-64
Miami,1992.03.13,Round of 32,Wally Masur,Derrick Rostagno,674-761-63
Miami,1992.03.13,Round of 32,Jakob Hlasek,Jaime Yzaga,63-63
Miami,1992.03.13,Round of 32,Carl-Uwe Steeb,Francisco Clavet,61-7610
Miami,1992.03.13,Round of 32,Alberto Mancini,Todd Witsken,64-63
Miami,1992.03.13,Round of 32,Markus Zoecke,Goran Prpic,61-64
Miami,1992.03.13,Round of 32,Richard Krajicek,Bryan Shelton,63-75
Miami,1992.03.13,Round of 32,Cedric Pioline,Rodolphe Gilbert,62-60
Miami,1992.03.13,Round of 64,Jim Courier,Thierry Champion,57-61-62
Miami,1992.03.13,Round of 64,Stefan Edberg,Grant Stafford,57-61-01-(RET)
Miami,1992.03.13,Round of 64,Boris Becker,Arnaud Boetsch,36-75-63
Miami,1992.03.13,Round of 64,Pete Sampras,Shuzo Matsuoka,46-763-61
Miami,1992.03.13,Round of 64,Goran Ivanisevic,Bernd Karbacher,64-61
Miami,1992.03.13,Round of 64,Michael Chang,Ramesh Krishnan,63-61
Miami,1992.03.13,Round of 64,Petr Korda,Chuck Adams,75-46-63
Miami,1992.03.13,Round of 64,Emilio Sanchez,Javier Frana,62-63
Miami,1992.03.13,Round of 64,Sergi Bruguera,Jim Grabb,64-62
Miami,1992.03.13,Round of 64,Rodolphe Gilbert,Karel Novacek,64-26-765
Miami,1992.03.13,Round of 64,Bryan Shelton,Andre Agassi,64-64
Miami,1992.03.13,Round of 64,Markus Zoecke,David Wheaton,61-62
Miami,1992.03.13,Round of 64,Todd Witsken,Magnus Gustafsson,63-62
Miami,1992.03.13,Round of 64,Derrick Rostagno,Gianluca Pozzi,64-26-767
Miami,1992.03.13,Round of 64,Carl-Uwe Steeb,Andrei Chesnokov,46-62-63
Miami,1992.03.13,Round of 64,Jaime Yzaga,Brad Gilbert,46-62-63
Miami,1992.03.13,Round of 64,Jakob Hlasek,Martin Blackman,63-64
Miami,1992.03.13,Round of 64,Francisco Clavet,Kevin Curren,26-62-62
Miami,1992.03.13,Round of 64,Wally Masur,Wayne Ferreira,63-63
Miami,1992.03.13,Round of 64,Alberto Mancini,Ronald Agenor,16-61-64
Miami,1992.03.13,Round of 64,Goran Prpic,Frederic Fontang,63-20
Miami,1992.03.13,Round of 64,Richard Krajicek,Gilad Bloom,63-63
Miami,1992.03.13,Round of 64,Jonathan Stark,MaliVai Washington,36-764-61
Miami,1992.03.13,Round of 64,Cedric Pioline,Amos Mansdorf,75-75
Miami,1992.03.13,Round of 64,Andrei Cherkasov,Jason Stoltenberg,62-57-64
Miami,1992.03.13,Round of 64,Diego Nargiso,Aaron Krickstein,75-63
Miami,1992.03.13,Round of 64,Marc Rosset,Javier Sanchez,63-36-763
Miami,1992.03.13,Round of 64,John McEnroe,Sandon Stolle,63-64
Miami,1992.03.13,Round of 64,Paul Haarhuis,Patrick McEnroe,63-63
Miami,1992.03.13,Round of 64,Jimmy Connors,Tomas Carbonell,676-62-760
Miami,1992.03.13,Round of 64,Robbie Weiss,Richey Reneberg,63-10-(RET)
Miami,1992.03.13,Round of 64,Andres Gomez,Horst Skoff,63-64
Miami,1992.03.13,Round of 128,Jim Courier,Bye,
Miami,1992.03.13,Round of 128,Stefan Edberg,Bye,
Miami,1992.03.13,Round of 128,Boris Becker,Bye,
Miami,1992.03.13,Round of 128,Pete Sampras,Bye,
Miami,1992.03.13,Round of 128,Goran Ivanisevic,Bye,
Miami,1992.03.13,Round of 128,Michael Chang,Bye,
Miami,1992.03.13,Round of 128,Petr Korda,Bye,
Miami,1992.03.13,Round of 128,Emilio Sanchez,Bye,
Miami,1992.03.13,Round of 128,Sergi Bruguera,Bye,
Miami,1992.03.13,Round of 128,Karel Novacek,Bye,
Miami,1992.03.13,Round of 128,Andre Agassi,Bye,
Miami,1992.03.13,Round of 128,David Wheaton,Bye,
Miami,1992.03.13,Round of 128,Magnus Gustafsson,Bye,
Miami,1992.03.13,Round of 128,Derrick Rostagno,Bye,
Miami,1992.03.13,Round of 128,Andrei Chesnokov,Bye,
Miami,1992.03.13,Round of 128,Brad Gilbert,Bye,
Miami,1992.03.13,Round of 128,Jakob Hlasek,Bye,
Miami,1992.03.13,Round of 128,Francisco Clavet,Bye,
Miami,1992.03.13,Round of 128,Wayne Ferreira,Bye,
Miami,1992.03.13,Round of 128,Alberto Mancini,Bye,
Miami,1992.03.13,Round of 128,Goran Prpic,Bye,
Miami,1992.03.13,Round of 128,Richard Krajicek,Bye,
Miami,1992.03.13,Round of 128,MaliVai Washington,Bye,
Miami,1992.03.13,Round of 128,Amos Mansdorf,Bye,
Miami,1992.03.13,Round of 128,Andrei Cherkasov,Bye,
Miami,1992.03.13,Round of 128,Aaron Krickstein,Bye,
Miami,1992.03.13,Round of 128,Javier Sanchez,Bye,
Miami,1992.03.13,Round of 128,John McEnroe,Bye,
Miami,1992.03.13,Round of 128,Paul Haarhuis,Bye,
Miami,1992.03.13,Round of 128,Jimmy Connors,Bye,
Miami,1992.03.13,Round of 128,Richey Reneberg,Bye,
Miami,1992.03.13,Round of 128,Horst Skoff,Bye,
Miami,1992.03.13,Round of 128,Chuck Adams,Jean-Philippe Fleurian,63-64
Miami,1992.03.13,Round of 128,Ronald Agenor,Steve Bryan,61-36-64
Miami,1992.03.13,Round of 128,Martin Blackman,Patrick Baur,36-75-60
Miami,1992.03.13,Round of 128,Gilad Bloom,Veli Paloheimo,672-766-64
Miami,1992.03.13,Round of 128,Arnaud Boetsch,Jan Siemerink,64-75
Miami,1992.03.13,Round of 128,Tomas Carbonell,Patrik Kuhnen,75-63
Miami,1992.03.13,Round of 128,Thierry Champion,Christian Miniussi,46-63-64
Miami,1992.03.13,Round of 128,Kevin Curren,Christian Saceanu,64-30-(RET)
Miami,1992.03.13,Round of 128,Frederic Fontang,John Sobel,62-61
Miami,1992.03.13,Round of 128,Javier Frana,Gary Muller,672-63-64
Miami,1992.03.13,Round of 128,Rodolphe Gilbert,Fabrice Santoro,62-46-63
Miami,1992.03.13,Round of 128,Andres Gomez,Marcos Ondruska,64-63
Miami,1992.03.13,Round of 128,Jim Grabb,Jimmy Brown,75-63
Miami,1992.03.13,Round of 128,Bernd Karbacher,Grant Connell,762-767
Miami,1992.03.13,Round of 128,Ramesh Krishnan,Martin Jaite,763-62
Miami,1992.03.13,Round of 128,Wally Masur,Leonardo Lavalle,46-765-62
Miami,1992.03.13,Round of 128,Shuzo Matsuoka,Michiel Schapers,64-62
Miami,1992.03.13,Round of 128,Patrick McEnroe,Stefano Pescosolido,36-62-61
Miami,1992.03.13,Round of 128,Diego Nargiso,Carsten Arriens,75-75
Miami,1992.03.13,Round of 128,Cedric Pioline,Gabriel Markus,64-64
Miami,1992.03.13,Round of 128,Gianluca Pozzi,Jeff Tarango,36-63-64
Miami,1992.03.13,Round of 128,Marc Rosset,Christo Van Rensburg,75-63
Miami,1992.03.13,Round of 128,Bryan Shelton,Paolo Cane,765-75
Miami,1992.03.13,Round of 128,Grant Stafford,Cristiano Caratti,63-26-61
Miami,1992.03.13,Round of 128,Jonathan Stark,Danilo Marcelino,64-63
Miami,1992.03.13,Round of 128,Carl-Uwe Steeb,Carlos Costa,765-46-63
Miami,1992.03.13,Round of 128,Sandon Stolle,Brian Dunn,75-64
Miami,1992.03.13,Round of 128,Jason Stoltenberg,Jaime Oncins,46-63-60
Miami,1992.03.13,Round of 128,Robbie Weiss,Dave Randall,64-64
Miami,1992.03.13,Round of 128,Todd Witsken,Fernando Roese,61-63
Miami,1992.03.13,Round of 128,Jaime Yzaga,Jan Gunnarsson,63-62
Miami,1992.03.13,Round of 128,Markus Zoecke,Alexander Mronz,64-46-61
Casablanca,1992.03.16,Finals,Guillermo Perez-Roldan,German Lopez,26-75-63
Casablanca,1992.03.16,Semi-Finals,Guillermo Perez-Roldan,Alberto Berasategui,64-62
Casablanca,1992.03.16,Semi-Finals,German Lopez,Bart Wuyts,60-60
Casablanca,1992.03.16,Quarter-Finals,Guillermo Perez-Roldan,Luiz Mattar,60-63
Casablanca,1992.03.16,Quarter-Finals,German Lopez,Marcelo Filippini,63-62
Casablanca,1992.03.16,Quarter-Finals,Bart Wuyts,Younes El Aynaoui,16-75-61
Casablanca,1992.03.16,Quarter-Finals,Alberto Berasategui,Mark Koevermans,63-75
Casablanca,1992.03.16,Round of 16,Younes El Aynaoui,Thomas Muster,46-64-63
Casablanca,1992.03.16,Round of 16,Guillermo Perez-Roldan,Martin Strelba,63-61
Casablanca,1992.03.16,Round of 16,German Lopez,Markus Naewie,64-46-64
Casablanca,1992.03.16,Round of 16,Marcelo Filippini,Roberto Azar,62-673-63
Casablanca,1992.03.16,Round of 16,Bart Wuyts,Marcos Aurelio Gorriz,63-36-64
Casablanca,1992.03.16,Round of 16,Alberto Berasategui,Pablo Arraya,61-64
Casablanca,1992.03.16,Round of 16,Mark Koevermans,David Prinosil,63-63
Casablanca,1992.03.16,Round of 16,Luiz Mattar,Horacio de la Pena,57-62-62
Casablanca,1992.03.16,Round of 32,Thomas Muster,Vaclav Roubicek,62-64
Casablanca,1992.03.16,Round of 32,Guillermo Perez-Roldan,Lars Jonsson,57-764-60
Casablanca,1992.03.16,Round of 32,Mark Koevermans,Lars Koslowski,763-63
Casablanca,1992.03.16,Round of 32,German Lopez,Claudio Mezzadri,64-36-64
Casablanca,1992.03.16,Round of 32,Roberto Azar,Martin Damm,64-63
Casablanca,1992.03.16,Round of 32,Pablo Arraya,Claudio Pistolesi,64-62
Casablanca,1992.03.16,Round of 32,Horacio de la Pena,Eduardo Masso,63-61
Casablanca,1992.03.16,Round of 32,Bart Wuyts,Jacco Eltingh,64-64
Casablanca,1992.03.16,Round of 32,Alberto Berasategui,Franco Davin,64-26-62
Casablanca,1992.03.16,Round of 32,Younes El Aynaoui,Massimo Cierro,75-63
Casablanca,1992.03.16,Round of 32,Marcelo Filippini,Karim Alami,677-63-64
Casablanca,1992.03.16,Round of 32,Marcos Aurelio Gorriz,Marian Vajda,60-64
Casablanca,1992.03.16,Round of 32,Luiz Mattar,Byron Black,36-63-63
Casablanca,1992.03.16,Round of 32,Markus Naewie,Juan Carlos Baguena,63-62
